,Cliente,Sexo,Idade,Empresa,Salario,Saldo_cc,Saldo_poupança,Saldo_investimento,Devedor_cartao,Inadimplente
2398,2398,M,31,Pública,5602.0,783.44,0.0,0.0,3134.28,0
10469,10469,F,32,Privada,5428.0,815.67,0.0,0.0,3010.07,0
77303,77303,M,30,Privada,5560.0,729.59,0.0,0.0,2234.44,0
74492,74492,M,33,Privada,5758.0,984.2,16959.13,14809.82,0.0,0
50365,50365,F,28,Pública,5128.0,961.03,0.0,0.0,3248.91,0
94191,94191,M,29,Pública,5236.0,629.33,0.0,0.0,1053.01,0
85777,85777,F,30,Privada,5245.0,921.93,0.0,0.0,5448.95,0
71079,71079,F,33,Privada,5871.0,733.34,0.0,0.0,3442.85,0
38383,38383,M,34,Privada,6113.0,882.9,0.0,0.0,4569.01,0
52469,52469,F,30,Privada,5331.0,781.03,0.0,0.0,4573.37,0
1237,1237,M,33,Pública,5193.0,340.36,0.0,0.0,1609.58,0
24875,24875,F,29,Autônomo,4478.0,142.2,0.0,0.0,2192.68,0
56000,56000,M,32,Privada,5532.1,399.76,0.0,0.0,5094.72,1
22277,22277,M,27,Autônomo,5214.0,520.86,15573.74,13091.54,0.0,0
64806,64806,M,35,Privada,6026.0,945.71,0.0,0.0,976.08,0
71231,71231,M,32,Pública,5292.0,604.47,0.0,0.0,5598.53,1
44424,44424,M,34,Privada,5762.0,777.95,0.0,0.0,0.0,0
85655,85655,M,35,Privada,5760.0,902.12,17384.59,12564.81,0.0,0
26285,26285,F,31,Pública,5563.0,620.44,0.0,0.0,2487.8,0
11083,11083,F,31,Privada,5362.0,563.51,0.0,0.0,1976.23,0
15267,15267,M,30,Privada,5375.3,591.95,0.0,0.0,9113.1,1
25901,25901,F,33,Pública,5771.0,572.21,17221.43,14607.89,0.0,0
48894,48894,M,30,Privada,5476.24,409.52,0.0,0.0,5203.91,1
61379,61379,F,28,Pública,5116.0,907.5,15258.89,7363.5,0.0,0
36609,36609,F,29,Privada,5075.0,976.05,0.0,0.0,4369.02,0
15862,15862,M,33,Pública,5245.0,979.6,15641.64,12845.42,0.0,0
48446,48446,F,30,Autônomo,5096.0,357.3,0.0,0.0,6845.63,1
86208,86208,M,36,Privada,5672.24,434.71,0.0,0.0,4148.75,1
49383,49383,M,28,Autônomo,5014.66,334.7,0.0,0.0,3254.69,1
37131,37131,F,30,Privada,5342.0,763.52,0.0,0.0,1195.45,0
57584,57584,M,30,Privada,5516.42,690.66,0.0,0.0,5009.48,1
79185,79185,M,30,Autônomo,5402.0,978.43,0.0,0.0,2331.23,0
12254,12254,M,31,Privada,5559.0,398.65,16592.68,15720.58,0.0,0
40283,40283,F,31,Privada,5172.0,518.99,0.0,0.0,3689.6,0
77312,77312,M,32,Privada,5596.0,873.76,0.0,0.0,5453.62,0
46414,46414,F,30,Privada,5142.0,972.97,0.0,0.0,1786.26,0
85545,85545,M,32,Privada,5476.0,1024.32,16340.98,11296.14,0.0,0
70343,70343,M,32,Privada,5810.0,882.63,16821.25,6793.28,0.0,0
11102,11102,M,35,Privada,5822.0,648.14,0.0,0.0,1397.03,0
2423,2423,M,34,Pública,5738.0,561.41,0.0,0.0,0.0,0
1490,1490,F,32,Privada,5423.0,949.72,0.0,0.0,0.0,0
45101,45101,M,36,Privada,5765.0,795.22,17079.12,8556.21,0.0,0
67048,67048,F,32,Pública,5402.0,1171.54,0.0,0.0,1405.59,0
60917,60917,M,31,Pública,5341.0,529.16,0.0,0.0,5360.23,1
378,378,M,32,Privada,5496.0,1120.74,0.0,0.0,1759.74,0
13135,13135,M,31,Pública,5262.0,1085.47,0.0,0.0,5252.55,0
17993,17993,M,32,Privada,5630.0,1248.52,16626.99,8847.13,0.0,0
60157,60157,F,36,Privada,5763.38,554.72,0.0,0.0,1275.9,1
48907,48907,M,31,Autônomo,5312.0,552.51,16025.87,11522.29,0.0,0
95365,95365,F,28,Privada,5035.0,609.79,0.0,0.0,984.52,0
37270,37270,M,35,Privada,5944.0,558.36,0.0,0.0,3734.81,0
10229,10229,M,32,Privada,5581.0,921.31,0.0,0.0,1265.96,0
39926,39926,M,28,Autônomo,4969.0,411.72,0.0,0.0,1553.59,0
13990,13990,M,34,Autônomo,6171.0,1170.22,0.0,0.0,3734.0,0
6085,6085,F,29,Privada,5058.0,686.05,0.0,0.0,242.82,0
83865,83865,M,33,Privada,5934.88,685.5,0.0,0.0,2452.13,1
43867,43867,M,39,Privada,6372.0,910.67,0.0,0.0,1694.59,0
11391,11391,M,33,Privada,5694.0,687.3,0.0,0.0,985.38,0
65406,65406,F,28,Privada,5190.0,867.54,0.0,0.0,2261.3,0
65379,65379,M,34,Privada,5807.48,683.32,0.0,0.0,2693.72,1
52066,52066,M,31,Pública,5291.02,433.31,0.0,0.0,1784.65,1
68426,68426,M,29,Pública,5224.0,693.92,0.0,0.0,2784.4,0
71746,71746,F,25,Autônomo,4558.96,389.52,0.0,0.0,1857.77,1
86934,86934,M,32,Pública,5263.0,767.26,0.0,0.0,3772.47,0
16300,16300,M,32,Autônomo,5555.0,882.37,0.0,0.0,3640.48,0
28747,28747,M,30,Autônomo,5337.0,781.18,0.0,0.0,1309.26,0
65011,65011,M,38,Privada,6120.0,1004.3,0.0,0.0,1588.1,0
98988,98988,M,37,Privada,5745.0,722.76,0.0,0.0,4058.89,0
81667,81667,F,30,Privada,5102.0,1032.9,0.0,0.0,2902.88,0
51785,51785,M,33,Privada,5500.74,305.47,0.0,0.0,5370.63,1
14438,14438,M,32,Privada,5658.0,833.74,0.0,0.0,7016.59,0
65070,65070,F,32,Privada,5175.38,279.41,0.0,0.0,3163.1,1
38961,38961,F,28,Autônomo,4718.0,380.41,0.0,0.0,0.0,0
78860,78860,M,30,Pública,5266.52,632.28,0.0,0.0,3849.35,1
26007,26007,M,30,Autônomo,5266.0,754.06,0.0,0.0,3311.31,0
12508,12508,M,33,Privada,5785.92,628.98,0.0,0.0,4342.21,1
15724,15724,M,32,Pública,5249.0,836.88,0.0,0.0,1636.32,0
26064,26064,M,34,Privada,6004.0,1167.39,0.0,0.0,1419.45,0
39438,39438,F,31,Privada,5168.0,517.15,0.0,0.0,3063.27,0
21179,21179,F,31,Privada,5342.96,682.78,0.0,0.0,6919.76,1
36809,36809,F,30,Privada,5327.0,1318.67,15846.28,11462.36,0.0,0
51765,51765,F,29,Privada,5117.0,1046.58,15078.98,8167.13,0.0,0
76341,76341,M,30,Pública,5515.0,1061.69,0.0,0.0,2409.35,0
59083,59083,M,33,Privada,5611.0,672.68,0.0,0.0,2195.76,0
50983,50983,M,29,Autônomo,5138.0,490.59,15620.87,8537.19,0.0,0
87200,87200,F,28,Privada,4988.0,520.45,0.0,0.0,1168.1,0
12655,12655,M,35,Privada,5819.0,1143.22,0.0,0.0,2614.88,0
61355,61355,M,34,Privada,5374.32,495.47,0.0,0.0,5000.3,1
16724,16724,F,29,Privada,5154.0,826.09,0.0,0.0,2662.98,0
64973,64973,M,35,Privada,5635.0,621.19,17248.68,13534.66,0.0,0
55890,55890,M,34,Privada,5794.0,822.5,17404.27,8328.35,0.0,0
40272,40272,F,31,Pública,5083.26,618.63,0.0,0.0,5607.83,1
6910,6910,M,30,Pública,5237.0,985.68,0.0,0.0,2776.55,0
37012,37012,F,32,Privada,5473.0,903.86,0.0,0.0,1829.73,0
71885,71885,F,30,Privada,5095.02,684.86,0.0,0.0,3185.65,1
81721,81721,M,36,Privada,5672.0,949.76,0.0,0.0,1645.03,0
51470,51470,M,31,Pública,5427.0,938.81,0.0,0.0,1631.93,0
21403,21403,M,35,Pública,5658.0,850.49,0.0,0.0,5752.65,0
18627,18627,M,36,Privada,5875.0,983.72,0.0,0.0,2397.42,0
80377,80377,F,28,Privada,5068.0,796.91,0.0,0.0,0.0,0
52956,52956,F,30,Pública,5208.0,684.52,0.0,0.0,2759.45,0
35506,35506,M,34,Privada,6001.0,1009.81,0.0,0.0,3761.14,0
86008,86008,M,41,Privada,6578.0,1192.21,0.0,0.0,3701.21,0
58176,58176,M,34,Privada,5868.0,678.74,0.0,0.0,3482.83,0
94381,94381,F,31,Pública,5279.0,757.34,0.0,0.0,3777.59,0
65619,65619,M,28,Pública,5212.0,1040.27,0.0,0.0,2121.28,0
79634,79634,M,32,Pública,5472.0,768.96,0.0,0.0,893.5,0
55903,55903,F,31,Pública,5677.0,1138.97,0.0,0.0,1944.26,0
53464,53464,M,27,Autônomo,4893.14,398.26,0.0,0.0,5599.19,1
74395,74395,M,31,Pública,5371.0,719.96,0.0,0.0,3587.94,0
44618,44618,F,27,Autônomo,4654.0,175.02,0.0,0.0,1555.13,0
81172,81172,M,34,Privada,5742.0,882.97,0.0,0.0,2406.33,0
1570,1570,F,28,Autônomo,4725.0,546.32,0.0,0.0,3287.66,0
5284,5284,F,24,Autônomo,4610.0,149.27,0.0,0.0,4159.03,0
14649,14649,M,31,Pública,5524.0,812.51,0.0,0.0,4616.91,0
52277,52277,F,32,Privada,5292.0,752.47,0.0,0.0,4537.93,1
70186,70186,M,33,Privada,5862.0,1142.29,0.0,0.0,5220.97,0
82170,82170,F,26,Privada,5114.0,610.09,0.0,0.0,1950.47,0
44083,44083,M,32,Privada,5709.0,671.29,17025.55,11042.12,0.0,0
97025,97025,M,32,Autônomo,5609.0,872.65,0.0,0.0,2781.13,0
91270,91270,M,30,Pública,5340.0,1080.18,0.0,0.0,681.88,0
68883,68883,F,31,Privada,5213.0,617.55,0.0,0.0,3969.07,0
37700,37700,M,40,Privada,6821.0,1316.01,0.0,0.0,5008.69,0
60542,60542,M,31,Privada,5403.72,583.58,0.0,0.0,3334.65,1
93243,93243,F,29,Pública,5229.0,1137.5,0.0,0.0,5224.58,0
36454,36454,M,33,Privada,5875.0,897.78,0.0,0.0,457.76,0
30088,30088,M,35,Privada,6068.0,915.1,18149.06,15129.36,0.0,0
72964,72964,M,36,Privada,6034.0,1180.7,0.0,0.0,2004.17,0
90328,90328,M,32,Autônomo,5422.34,593.99,0.0,0.0,3670.85,1
14639,14639,F,29,Autônomo,5047.0,543.94,0.0,0.0,1036.95,1
63814,63814,M,34,Privada,5499.0,742.24,0.0,0.0,1954.67,0
12586,12586,F,33,Pública,5367.0,930.25,0.0,0.0,4143.32,0
28663,28663,M,33,Privada,5977.0,1385.51,0.0,0.0,4140.44,0
92820,92820,M,33,Privada,5581.1,607.97,0.0,0.0,6371.53,1
78044,78044,F,27,Pública,4953.0,873.34,0.0,0.0,0.0,0
79400,79400,M,34,Privada,5710.0,727.7,0.0,0.0,2300.72,0
80054,80054,F,28,Autônomo,4766.0,891.88,0.0,0.0,696.33,0
24097,24097,M,35,Privada,6152.0,1036.53,0.0,0.0,3019.68,0
17134,17134,F,31,Privada,5186.16,776.43,0.0,0.0,154.77,1
45335,45335,F,29,Privada,5138.0,311.15,0.0,0.0,4135.54,0
76926,76926,F,29,Pública,5030.0,764.05,0.0,0.0,2300.45,0
48997,48997,M,32,Privada,5890.0,506.11,17532.17,11571.09,0.0,0
75201,75201,M,37,Privada,6272.0,707.92,0.0,0.0,4398.4,0
25123,25123,M,33,Privada,5715.0,630.55,0.0,0.0,5830.84,0
34915,34915,M,34,Privada,5618.34,724.54,0.0,0.0,313.21,1
21546,21546,F,32,Privada,5580.0,657.26,0.0,0.0,4255.03,0
66673,66673,F,33,Privada,5641.0,772.41,0.0,0.0,1718.21,0
44899,44899,M,33,Privada,5741.0,1197.29,0.0,0.0,3193.58,0
28269,28269,F,31,Privada,5264.0,784.73,16068.91,12301.04,0.0,0
10952,10952,F,36,Privada,5886.86,722.11,0.0,0.0,1905.66,1
91683,91683,M,35,Privada,5807.0,811.84,0.0,0.0,4611.04,0
42610,42610,F,36,Privada,5922.14,646.06,0.0,0.0,5920.45,1
43632,43632,F,28,Privada,5144.0,1018.11,0.0,0.0,3337.74,0
1946,1946,F,30,Pública,5479.0,613.28,0.0,0.0,1669.36,0
82331,82331,F,32,Autônomo,5358.64,650.64,0.0,0.0,9695.8,1
38680,38680,M,34,Privada,5709.48,616.68,0.0,0.0,7350.75,1
79774,79774,F,28,Pública,5212.0,626.0,0.0,0.0,0.0,0
40911,40911,M,35,Privada,6336.68,985.42,0.0,0.0,5428.5,1
69075,69075,M,34,Privada,5748.0,868.56,0.0,0.0,1265.13,0
24130,24130,F,34,Privada,5791.0,595.75,0.0,0.0,4362.41,0
72090,72090,M,33,Privada,5364.52,590.13,0.0,0.0,5751.38,1
81085,81085,M,31,Privada,5535.0,796.53,0.0,0.0,0.0,0
66780,66780,F,29,Privada,5431.0,852.13,0.0,0.0,2504.8,0
26683,26683,F,28,Privada,5252.8,456.72,0.0,0.0,4171.67,1
11833,11833,F,34,Privada,5794.0,779.59,0.0,0.0,3881.77,0
74467,74467,M,35,Privada,5485.0,1004.47,16200.61,11757.66,0.0,0
43484,43484,M,34,Privada,5744.0,1147.7,0.0,0.0,4236.47,0
36308,36308,F,32,Privada,5747.0,1074.4,0.0,0.0,3722.58,0
67717,67717,F,33,Pública,5472.0,483.08,0.0,0.0,5016.47,0
5726,5726,M,32,Pública,5345.0,335.9,0.0,0.0,2054.73,0
67062,67062,F,30,Privada,5349.0,425.0,16243.13,11420.17,0.0,0
97100,97100,F,30,Autônomo,5008.78,511.47,0.0,0.0,4662.09,1
65757,65757,M,31,Privada,5770.24,736.11,0.0,0.0,3010.63,1
34287,34287,F,31,Privada,5573.0,594.19,17102.0,8097.2,0.0,0
52407,52407,M,31,Privada,5449.0,594.56,0.0,0.0,3277.7,0
24659,24659,M,30,Pública,5498.0,924.48,0.0,0.0,0.0,0
97917,97917,M,30,Privada,5503.0,726.17,0.0,0.0,0.0,0
49808,49808,F,29,Privada,5000.0,885.17,0.0,0.0,4880.65,0
44569,44569,M,36,Privada,6094.0,1226.93,0.0,0.0,3196.8,0
40611,40611,M,28,Pública,5288.0,1097.22,0.0,0.0,2154.31,0
28415,28415,F,32,Pública,5411.0,1305.74,0.0,0.0,4352.06,0
49106,49106,F,25,Autônomo,4529.56,233.57,0.0,0.0,1974.05,1
76937,76937,M,33,Privada,5567.0,1256.33,0.0,0.0,3716.33,0
28687,28687,F,31,Privada,5336.0,730.59,0.0,0.0,2332.72,0
17426,17426,M,34,Privada,5599.0,1172.98,0.0,0.0,3704.34,0
66969,66969,F,30,Pública,5351.0,474.11,0.0,0.0,0.0,0
15051,15051,F,31,Pública,5424.0,698.73,0.0,0.0,3419.5,0
88250,88250,F,26,Autônomo,4811.8,681.95,0.0,0.0,4738.16,1
69294,69294,M,31,Privada,5561.5,671.03,0.0,0.0,4137.25,1
90770,90770,M,34,Privada,5613.44,359.93,0.0,0.0,4928.66,1
22412,22412,F,28,Privada,5106.0,712.09,0.0,0.0,152.3,0
36084,36084,M,29,Privada,5503.0,346.94,0.0,0.0,4365.69,0
30701,30701,M,33,Autônomo,5858.0,721.78,0.0,0.0,4410.36,0
11863,11863,F,30,Privada,5296.0,720.14,0.0,0.0,5053.38,0
36982,36982,F,28,Pública,5208.0,1168.92,0.0,0.0,2855.66,0
45040,45040,F,31,Privada,5314.0,858.84,0.0,0.0,858.77,0
8741,8741,M,31,Pública,5206.0,353.91,0.0,0.0,2081.66,0
58181,58181,M,37,Privada,6168.12,915.42,0.0,0.0,6775.59,1
9820,9820,M,34,Privada,5911.0,978.24,0.0,0.0,3501.66,0
59278,59278,M,34,Privada,5538.0,1346.82,0.0,0.0,2738.97,0
46675,46675,F,33,Privada,5469.0,622.76,16426.06,12109.13,0.0,0
43403,43403,F,26,Autônomo,4632.0,697.23,0.0,0.0,1686.03,0
29729,29729,F,29,Pública,5363.0,760.54,0.0,0.0,1615.7,0
96813,96813,M,31,Privada,5593.0,954.95,0.0,0.0,2422.66,0
46571,46571,M,33,Privada,5849.0,1016.45,0.0,0.0,0.0,0
38760,38760,F,29,Pública,5037.2,647.15,0.0,0.0,4003.0,1
37391,37391,M,34,Privada,6004.0,1050.8,0.0,0.0,3488.84,0
44865,44865,M,31,Pública,5269.0,943.9,0.0,0.0,4678.48,0
27909,27909,F,28,Autônomo,5090.12,480.77,0.0,0.0,6909.37,1
61918,61918,F,31,Privada,5136.0,713.31,0.0,0.0,2232.79,0
10299,10299,M,35,Privada,6073.06,779.78,0.0,0.0,3601.42,1
31878,31878,F,29,Privada,5473.0,904.41,0.0,0.0,0.0,0
80861,80861,F,32,Privada,5292.0,580.2,0.0,0.0,2482.38,0
72547,72547,F,28,Pública,5197.0,449.86,0.0,0.0,2526.17,0
56204,56204,M,34,Privada,5758.0,660.29,17016.48,16722.23,0.0,0
91027,91027,F,27,Autônomo,4719.0,623.48,0.0,0.0,1539.41,0
23267,23267,M,34,Privada,5929.0,1110.31,0.0,0.0,3114.54,0
77514,77514,M,31,Privada,5608.0,411.26,0.0,0.0,3948.21,0
32290,32290,M,32,Pública,5258.0,770.83,0.0,0.0,3410.91,0
10302,10302,F,27,Autônomo,4749.0,507.02,14436.4,8735.29,0.0,0
30175,30175,M,35,Pública,5805.0,937.8,0.0,0.0,1696.64,0
10522,10522,M,33,Pública,5328.0,532.1,0.0,0.0,2775.76,0
54998,54998,M,36,Privada,5945.0,853.94,17965.68,11381.57,0.0,0
82970,82970,M,34,Privada,5480.16,768.25,0.0,0.0,3981.63,1
24836,24836,M,31,Privada,5524.0,704.73,0.0,0.0,3065.29,0
61583,61583,F,27,Pública,5022.0,428.23,0.0,0.0,3260.08,0
54838,54838,F,33,Pública,5673.0,893.63,17084.67,14897.96,0.0,0
20062,20062,F,30,Autônomo,4735.36,352.88,0.0,0.0,3912.49,1
44763,44763,M,35,Privada,5853.0,531.97,17456.69,9548.29,0.0,0
93793,93793,F,28,Privada,5033.0,829.93,0.0,0.0,1603.62,0
27634,27634,M,36,Privada,6099.0,1046.51,0.0,0.0,4653.79,0
42584,42584,F,29,Pública,5037.0,698.04,0.0,0.0,3629.91,0
97710,97710,F,27,Privada,5076.0,716.32,0.0,0.0,0.0,0
52852,52852,M,34,Privada,5901.0,1024.69,0.0,0.0,1833.53,0
64383,64383,F,31,Privada,5352.0,715.41,0.0,0.0,2992.37,0
2776,2776,F,34,Privada,5520.34,918.74,0.0,0.0,4836.98,1
66,66,M,28,Pública,5259.0,251.48,0.0,0.0,2235.24,0
26983,26983,F,31,Pública,5279.0,545.14,0.0,0.0,3800.35,0
60011,60011,M,33,Privada,5946.0,1156.08,17674.65,12792.31,0.0,0
41866,41866,F,30,Pública,5161.66,401.53,0.0,0.0,2299.71,1
4755,4755,F,31,Pública,5442.0,649.59,0.0,0.0,2912.4,0
55871,55871,M,32,Privada,5600.0,833.16,0.0,0.0,2534.57,0
47267,47267,F,32,Privada,5622.0,532.4,0.0,0.0,685.03,0
2959,2959,M,30,Privada,5747.0,1098.35,17281.63,10667.25,0.0,0
9804,9804,F,34,Privada,6163.0,1003.37,0.0,0.0,3017.27,0
41676,41676,F,32,Autônomo,5209.0,559.0,0.0,0.0,3958.29,0
71535,71535,F,32,Privada,5096.0,512.94,0.0,0.0,3330.85,0
25920,25920,F,36,Pública,5870.0,894.6,17286.03,10176.03,0.0,0
3980,3980,M,32,Autônomo,5196.94,413.32,0.0,0.0,8635.83,1
71230,71230,M,33,Privada,5705.0,751.96,0.0,0.0,2599.59,0
36244,36244,F,32,Autônomo,5364.52,597.75,0.0,0.0,3633.56,1
82137,82137,M,33,Privada,5592.0,1081.22,16851.25,10453.85,0.0,0
62962,62962,F,33,Privada,5439.0,502.79,0.0,0.0,924.83,1
72834,72834,M,32,Autônomo,5409.0,392.37,0.0,0.0,0.0,0
4854,4854,M,34,Privada,5644.0,898.48,0.0,0.0,4714.91,0
69334,69334,M,31,Privada,5559.0,679.24,0.0,0.0,0.0,0
75241,75241,M,31,Privada,5446.0,870.06,0.0,0.0,2283.2,0
2811,2811,F,26,Autônomo,4682.0,719.99,0.0,0.0,3050.47,0
37717,37717,M,32,Privada,5485.0,926.56,16737.68,8761.45,0.0,0
80746,80746,M,30,Autônomo,5323.36,874.38,0.0,0.0,2578.13,1
27432,27432,M,35,Privada,5743.0,929.68,0.0,0.0,1469.01,0
15195,15195,M,36,Privada,5897.64,710.85,0.0,0.0,2329.92,1
62055,62055,M,40,Privada,6261.0,1187.55,0.0,0.0,3438.1,0
74191,74191,F,29,Autônomo,5359.0,755.6,0.0,0.0,3109.85,0
19988,19988,M,36,Privada,6257.0,874.03,18750.87,14398.1,0.0,0
76768,76768,F,30,Pública,5253.0,970.7,0.0,0.0,1553.89,0
9436,9436,F,32,Privada,5276.0,866.92,0.0,0.0,4421.85,0
13714,13714,M,33,Privada,5717.0,897.51,0.0,0.0,2160.87,0
46317,46317,F,28,Privada,5005.84,403.0,0.0,0.0,7027.05,1
87161,87161,F,29,Privada,5079.34,274.85,0.0,0.0,5404.93,1
83226,83226,F,28,Privada,5341.98,612.34,0.0,0.0,3464.79,1
92168,92168,F,32,Privada,5589.92,580.9,0.0,0.0,4667.54,1
43903,43903,F,28,Pública,5030.0,532.91,0.0,0.0,1326.48,0
42839,42839,F,31,Autônomo,5355.0,533.96,0.0,0.0,1188.74,0
92742,92742,F,32,Privada,5485.0,799.57,0.0,0.0,2922.85,0
16277,16277,M,29,Autônomo,5132.0,893.3,0.0,0.0,4395.87,0
26096,26096,F,33,Privada,5470.0,908.5,0.0,0.0,3437.66,0
30585,30585,M,35,Pública,5669.0,1049.61,0.0,0.0,4368.84,0
26624,26624,F,31,Pública,5379.0,878.85,0.0,0.0,1733.03,0
12047,12047,F,36,Privada,5604.0,1285.9,0.0,0.0,1106.49,0
13474,13474,F,29,Autônomo,5346.0,636.36,0.0,0.0,1345.92,0
69182,69182,M,35,Privada,5887.0,933.98,0.0,0.0,4901.18,0
34602,34602,M,31,Autônomo,4942.14,311.58,0.0,0.0,5561.27,1
87336,87336,M,32,Privada,5587.0,575.53,0.0,0.0,4017.11,0
58973,58973,M,32,Privada,5649.0,1165.44,0.0,0.0,3813.4,0
99963,99963,M,34,Privada,5680.0,1127.86,0.0,0.0,0.0,0
11209,11209,M,34,Privada,5571.0,670.18,16727.26,10429.11,0.0,0
75608,75608,M,33,Privada,5815.0,1032.15,0.0,0.0,1944.29,0
75358,75358,F,29,Autônomo,5148.0,659.74,0.0,0.0,3155.64,0
64699,64699,M,32,Pública,5428.0,939.88,0.0,0.0,4543.98,0
39564,39564,F,26,Privada,5030.0,752.91,0.0,0.0,5489.9,0
55966,55966,M,33,Privada,5537.0,583.29,0.0,0.0,4028.66,1
19065,19065,M,37,Privada,5929.0,960.18,0.0,0.0,2278.04,0
38247,38247,M,33,Privada,5691.0,579.7,0.0,0.0,4685.65,0
53064,53064,F,30,Privada,5186.0,710.23,0.0,0.0,314.14,0
46983,46983,M,31,Privada,5470.0,854.91,0.0,0.0,2435.65,0
28001,28001,M,37,Privada,6089.0,996.26,0.0,0.0,3816.33,0
13363,13363,F,34,Privada,5789.0,1145.98,0.0,0.0,4277.83,0
52850,52850,M,33,Autônomo,5838.0,1170.16,0.0,0.0,4147.94,0
72335,72335,M,35,Privada,6146.56,618.11,0.0,0.0,5851.52,1
70892,70892,M,35,Privada,5979.0,917.29,0.0,0.0,2757.71,0
88830,88830,M,34,Privada,5979.0,865.49,18093.21,11134.95,0.0,0
66540,66540,M,32,Pública,5704.0,1064.85,0.0,0.0,1681.74,0
13926,13926,M,32,Privada,5650.0,1159.51,0.0,0.0,3625.34,0
10103,10103,M,33,Privada,5324.34,452.65,0.0,0.0,222.92,1
73577,73577,F,28,Pública,5280.0,846.38,16079.43,8054.84,0.0,0
59907,59907,F,29,Privada,5155.0,867.64,0.0,0.0,2724.53,0
82259,82259,M,33,Privada,5799.64,805.8,0.0,0.0,2017.15,1
67753,67753,F,28,Privada,5212.0,896.33,0.0,0.0,2916.62,0
63274,63274,F,28,Autônomo,4913.72,560.58,0.0,0.0,8400.9,1
49726,49726,M,37,Privada,6106.0,996.46,18106.92,14463.73,0.0,0
46021,46021,M,31,Pública,5455.0,605.92,0.0,0.0,2759.7,0
40362,40362,M,33,Autônomo,5751.0,865.02,0.0,0.0,1670.76,0
82283,82283,F,39,Privada,6099.0,1103.97,0.0,0.0,879.2,0
37115,37115,M,33,Privada,5695.0,891.89,0.0,0.0,2341.89,0
13984,13984,M,31,Privada,5394.9,571.1,0.0,0.0,3791.37,1
12528,12528,M,29,Pública,5223.0,432.87,15941.96,4361.63,0.0,0
53895,53895,M,28,Pública,5411.0,1087.73,0.0,0.0,2585.95,0
95251,95251,M,33,Privada,5555.0,1046.87,0.0,0.0,0.0,0
78690,78690,M,33,Privada,5745.74,739.68,0.0,0.0,1761.03,1
53738,53738,F,24,Autônomo,4459.0,565.07,0.0,0.0,0.0,0
57107,57107,M,32,Pública,5470.0,739.43,0.0,0.0,880.74,0
97762,97762,M,38,Privada,6147.0,802.8,0.0,0.0,2834.49,0
39169,39169,F,31,Pública,5133.0,634.74,0.0,0.0,5270.04,0
2137,2137,M,31,Privada,5605.0,819.33,0.0,0.0,3977.32,0
91057,91057,M,34,Privada,5478.2,830.28,0.0,0.0,6741.67,1
91868,91868,F,32,Privada,5271.0,729.64,0.0,0.0,1848.3,0
71129,71129,M,34,Privada,5669.3,604.72,0.0,0.0,7776.03,1
67041,67041,M,29,Autônomo,5357.66,703.77,0.0,0.0,2752.16,1
82482,82482,M,34,Privada,5496.0,1360.25,0.0,0.0,2516.9,0
69359,69359,F,34,Privada,5634.0,769.65,0.0,0.0,4240.48,0
11229,11229,M,27,Autônomo,4963.7,492.14,0.0,0.0,4062.1,1
24826,24826,M,33,Privada,5975.0,984.38,0.0,0.0,3261.82,0
73239,73239,M,34,Privada,5510.54,767.27,0.0,0.0,4388.38,1
64143,64143,M,35,Privada,5808.0,917.36,0.0,0.0,1405.49,0
96963,96963,F,31,Pública,5159.0,617.65,0.0,0.0,5193.36,0
17804,17804,F,27,Privada,5019.0,747.44,0.0,0.0,2567.68,0
75516,75516,M,37,Privada,5892.74,924.92,0.0,0.0,1527.58,1
62774,62774,M,34,Privada,5858.0,644.05,0.0,0.0,6254.77,0
44892,44892,M,36,Privada,6096.0,722.7,0.0,0.0,4159.44,0
2696,2696,F,29,Autônomo,4437.44,362.63,0.0,0.0,2764.43,1
86625,86625,M,31,Privada,5625.0,780.19,0.0,0.0,1357.86,0
15589,15589,F,29,Privada,4932.34,461.55,0.0,0.0,5280.96,1
90505,90505,F,29,Privada,5073.0,360.28,0.0,0.0,2288.08,0
87871,87871,F,27,Privada,5084.0,679.43,0.0,0.0,4039.04,0
13906,13906,M,36,Privada,6276.0,969.56,0.0,0.0,1469.07,0
50063,50063,M,34,Privada,5856.0,947.9,0.0,0.0,4059.95,0
13696,13696,F,33,Privada,5708.0,758.41,0.0,0.0,4868.69,0
79305,79305,M,30,Pública,5440.0,721.47,0.0,0.0,5957.77,0
32049,32049,M,35,Privada,5866.28,524.92,0.0,0.0,2331.39,1
12171,12171,F,34,Privada,5454.68,648.07,0.0,0.0,7038.29,1
54357,54357,M,30,Autônomo,5384.12,496.29,0.0,0.0,4472.88,1
11985,11985,F,31,Privada,5257.0,1185.92,0.0,0.0,3720.89,0
59139,59139,M,31,Privada,5580.0,895.24,0.0,0.0,2813.04,0
58606,58606,F,34,Privada,5748.0,1017.63,17021.13,12803.25,0.0,0
45939,45939,F,31,Pública,5307.0,782.06,15839.03,14528.32,0.0,0
33058,33058,F,33,Privada,5634.0,969.17,0.0,0.0,1508.29,0
92113,92113,M,33,Autônomo,5337.0,1007.01,0.0,0.0,2620.61,0
29679,29679,M,34,Privada,5971.0,1185.21,0.0,0.0,1722.29,0
1995,1995,M,29,Pública,5314.0,888.74,0.0,0.0,702.42,0
14558,14558,M,33,Privada,5820.0,1058.9,0.0,0.0,2005.62,0
60004,60004,M,37,Privada,6063.0,1201.12,0.0,0.0,2881.17,0
